Account Link,Account profie picture,Account name,Mention tag,,People opinion
https://twitter.com/BarCampEC,https://pbs.twimg.com/profile_images/2754785228/7da7cbacb35e73e66694b7c1c1d48c8e_normal.png,BarCamp Milagro,@BarCampEC,,"BarCamp Milagro, sábado 10 de noviembre. Campus Universidad Estatal de Milagro, Milagro - Ecuador."
https://twitter.com/Barcamptema,https://pbs.twimg.com/profile_images/1179439766380650498/QzhEBNcx_normal.jpg,Barcamp Tema #bctema,@Barcamptema,,"Bringing Tema together, building a network of young changemakers, doers & entrepreneurs. Communities!"
https://twitter.com/BarCampGNV,https://pbs.twimg.com/profile_images/1099382513414348801/eXN4uEFS_normal.png,BarCamp Gainesville,@BarCampGNV,,"Gainesville's tech/creative un-conference! Low-cost and open to the community. March 25th at the Santa Fe Blount Hall in downtown Gainesville, FL."
https://twitter.com/BarcampAfrica,https://pbs.twimg.com/profile_images/57429407/bc_square_normal.jpg,BarCamp Africa,@BarcampAfrica,,A hub for all African barcamps.
https://twitter.com/bcgraz,https://pbs.twimg.com/profile_images/1529138701653123073/AJ5tIHBp_normal.png,Barcamp Graz,@bcgraz,,Barcamp Graz ... something new is happening!
https://twitter.com/BarcampKasoa,https://pbs.twimg.com/profile_images/1364991980204412934/TmZuIgQC_normal.jpg,#Barcamp #Kasoa #bckasoa,@BarcampKasoa,,"Building a community of change makers, doers and entrepreneurs in"
https://twitter.com/BarCampBoston,https://pbs.twimg.com/profile_images/151079416/BCB4-96x96_normal.gif,BarCamp Boston,@BarCampBoston,,"The Free Unconference for Geeks! Tech, cooking, startups, sci-fi, social media, gadgets, communities, design, & more.

On hiatus for now."
https://twitter.com/BarCampBonn,https://pbs.twimg.com/profile_images/1499400161730072576/A3yv9ld0_normal.jpg,BarCamp Bonn #BCBN23,@BarCampBonn,,Das Städte-Barcamp für Bonn und Rhein-Sieg
https://twitter.com/barcampam,https://pbs.twimg.com/profile_images/1538493266445877248/gUW1jEfe_normal.jpg,Barcamp Yerevan,@barcampam,,
https://twitter.com/barcampqld,https://pbs.twimg.com/profile_images/301455887/global_8632045_normal.jpeg,Bar Camp Queensland,@barcampqld,,Queensland BarCamp
https://twitter.com/barcampdc,https://pbs.twimg.com/profile_images/475529152/barcamp_avatar_normal.png,BarCamp DC,@barcampdc,,"BarCamp comes to the nation's capital again possibly in 2014, once the planning ends."
https://twitter.com/barcampbelfast,https://pbs.twimg.com/profile_images/783357181/logo_normal.png,BarCamp Belfast,@barcampbelfast,,"BarCamp Belfast is a user-generated unconference for designers, developers, entrepreneurs and geeks to collaborate, share and learn in an open environment."
https://twitter.com/barcampSaigon,https://pbs.twimg.com/profile_images/3474639593/1c88afbf10635eb8c1f923e4b9765526_normal.png,BarCamp Saigon,@barcampSaigon,,"Organizers of BarCampSaigon. 

E-mail us at barcamp@barcampsaigon.com"
https://twitter.com/bcberlin3,https://pbs.twimg.com/profile_images/64726444/bcb3_logo_square_normal.png,BarCamp Berlin3,@bcberlin3,,"Official Account for Barcamp Berlin 3, 18-19. Oct."
https://twitter.com/BarCamp_SE,https://pbs.twimg.com/profile_images/1170714229/faviconBarcampSE_normal.png,BarCamp,@BarCamp_SE,,"BarCamp Security Edition - El evento descentralizado mas grande de seguridad de la información organizado por la comunidad.
:Hack your Mind, Change your Life:"
https://twitter.com/barcampbx,,BarCamp Bordeaux,@barcampbx,,"BarCamp est une rencontre d’un week-end, une “non-conférence” qui prend la forme d’ateliers-événements participatifs ouverts."
https://twitter.com/barcampnigeria,https://pbs.twimg.com/profile_images/109873077/bcnigeria-logo_normal.png,BarCamp Nigeria,@barcampnigeria,,Creating local content for Nigerian Web market.
https://twitter.com/barcampseattle,https://pbs.twimg.com/profile_images/1040817667/barCampLogo_normal.jpg,BarCamp Seattle,@barcampseattle,,"Ad-hoc gathering born from the desire for people to share and learn in an open environment. April 28th, 2012 at Adobe in Fremont"
https://twitter.com/BarCampRoc,https://pbs.twimg.com/profile_images/1550483558/barcamp_rochester_icon_445x445_trans_normal.png,BarCamp Rochester,@BarCampRoc,,"Official Twitter account for BarCamp Rochester. Next Event: May 9th, 2015"
https://twitter.com/BarCampKA,https://pbs.twimg.com/profile_images/490483099357024256/qlZHLX9K_normal.png,BarCamp Karlsruhe,@BarCampKA,,Das BarCamp der Fächerstadt Karlsruhe.
https://twitter.com/luissbarcamp,https://pbs.twimg.com/profile_images/537007144/n153769537840_243_normal.jpg,LUISS BarCamp,@luissbarcamp,,"LUISS BarCamp è il primo think tank universitario in Italia aperto a TUTTI su Impresa, Lavoro, Politica, Istitizioni, Ambiente, Energia, New Media e Web 2.0"
https://twitter.com/barcampmunich,https://pbs.twimg.com/profile_images/23334162/barcampmunich2_normal.png,BarCamp Munich,@barcampmunich,,(Un)konferenz im Zentrum der bayrischen Startupkultur. Es twittern
https://twitter.com/barcampKRR,https://pbs.twimg.com/profile_images/688296641544060928/c1TLpm9C_normal.jpg,BarCamp Krasnodar,@barcampKRR,,BarCamp ????????? — ???????? ??????????????? ?????????????? ?????????????.
https://twitter.com/barcampkiel,https://pbs.twimg.com/profile_images/1288562569087721473/C95a-ev4_normal.jpg,BarCamp Kiel,@barcampkiel,,Hallo!
https://twitter.com/BCDoylestown,https://pbs.twimg.com/profile_images/1087336610/Barcampdoylestownsmall_normal.png,BarCamp Doylestown,@BCDoylestown,,"An experiment in organizing one or more unconferences by a group of Social Media / Social Business enthusiasts in the Bucks County, PA area. Did it on 9/20/10"
https://twitter.com/BarCampDUS,https://pbs.twimg.com/profile_images/378800000362751212/f06ce137169abe9f45b1bc60dea4de70_normal.jpeg,BarCamp Düsseldorf,@BarCampDUS,,"BarCamp Düsseldorf (19.-20.10.18), Orga:"
https://twitter.com/BarCampKG2013,https://pbs.twimg.com/profile_images/2558231906/ava_normal.jpeg,BarCamp KG,@BarCampKG2013,,"BarCampCA Kyrgyzstan, 7-8 Sep, Bishkek"
https://twitter.com/BarCampErfurt,https://pbs.twimg.com/profile_images/872082759031939074/bnIUBAjz_normal.jpg,Barcamp Erfurt,@BarCampErfurt,,13.05. - 15.05.2022 9.BarCamp Erfurt | STUDIOPARK KMZ
https://twitter.com/BotBarCamp,https://pbs.twimg.com/profile_images/824609682337792002/dYG_NX3R_normal.jpg,BotBarcamp.Wien,@BotBarCamp,,"Bots, Chatbots, Virtual Assistants, AI, Natural Language Processing, Machine Learning, Deep Learning"
https://twitter.com/barcampgr,https://pbs.twimg.com/profile_images/1246324526822064128/SBJIJcq-_normal.jpg,barcamp GR,@barcampgr,,The direct dish from BarCamp GR organizers. Register for our annual event from Aug 21-22:
https://twitter.com/barcampstoon,https://pbs.twimg.com/profile_images/1044296623088590848/11oY99fF_normal.jpg,Barcamp Saskatoon,@barcampstoon,,"Barcamp Saskatoon brings together people who love technology to talk, learn, & strengthen the community. Next event will be Fall 2020!"
https://twitter.com/barcamp_hh,https://pbs.twimg.com/profile_images/17910912/barcamptwitterxz2_normal.png,BarCamp Hamburg,@barcamp_hh,,"BarCamp Hamburg, 9. - 10. Juni"
https://twitter.com/barcampccs,https://pbs.twimg.com/profile_images/274706889/Avatar.BarCampCCS.LuisDrk_normal.png,BarCamp Caracas,@barcampccs,,Unconference / BarCamp sobre tecnología y web en Caracas.
https://twitter.com/barcampktm,https://pbs.twimg.com/profile_images/299492260/barcamp_logo_small_normal.png,BarCamp Kathmandu,@barcampktm,,Official Twitter account of BarCamp Kathmandu (barcampktm). barcampktm 2011 is on 6th of August. Please register at
https://twitter.com/BCPrishtina,https://pbs.twimg.com/profile_images/3077116804/73a68599dd699689725075c72b6072db_normal.jpeg,BarCamp Prishtina,@BCPrishtina,,BarCamp Prishtina është një ngjarje jo-formale që mbahet në Prishtinë çdo muaj.
https://twitter.com/BarCampZA,https://pbs.twimg.com/profile_images/3538436497/5490e9b2d0787f085062a464b5e45525_normal.png,BarCamp Žilina,@BarCampZA,,"neformálne stretnutie ITckárov, marketérov, blogerov a podobných individuí ;)"
https://twitter.com/barcampkz,https://pbs.twimg.com/profile_images/99624211/barcampkz_twi_normal.png,BarCamp CA '09-'11,@barcampkz,,"IT conference for social media specialists and Internet professionals. KIMEP, 15-17 April, 2011, Almaty (Kazakhstan). Questions? Write to barcampkz@gmail.com"
https://twitter.com/BarCampCBA,https://pbs.twimg.com/profile_images/1073902991/small_logo_normal.jpg,Barcamp Córdoba,@BarCampCBA,,16 de Junio de 2012 - BarCamp Córdoba
https://twitter.com/BarCampRuhr1,https://pbs.twimg.com/profile_images/44430422/barcampruhr2_normal.png,BarCamp Ruhr,@BarCampRuhr1,,BarCampRuhr3 kommt im März 2010 -
https://twitter.com/bcamp_ecommerce,https://pbs.twimg.com/profile_images/2680331674/9c4d07f1c3d6c6724a7796d670fe8691_normal.png,BarCamp Ecommerce,@bcamp_ecommerce,,"Inscrivez vous maintenant : Lundi 17 juin 2013,

5e édition du Barcamp ecommerce au Palais Brongniart !

Retrouvez plus de 50 intervenants !"
https://twitter.com/barcampchatt,https://pbs.twimg.com/profile_images/101809452/bcc-avatar_normal.png,BarCamp Chattanooga,@barcampchatt,,An unconference for Chattanooga
https://twitter.com/barcampcali,https://pbs.twimg.com/profile_images/568480052/barcampavatar_normal.png,BarCamp Cali,@barcampcali,,
https://twitter.com/barcamphk,https://pbs.twimg.com/profile_images/803500472107560960/uQRHaieT_normal.jpg,BarCamp Hong Kong,@barcamphk,,The biggest ad-hoc user-generated unconference in Hong Kong.
https://twitter.com/barcampgt,https://pbs.twimg.com/profile_images/378800000401436351/5a1f515031cab7013cb750b2406116cf_normal.png,BarCamp Guatemala,@barcampgt,,"Movimiento colaborativo de des-conferencias a nivel mundial. Comparte y Aprende.

Negocios · Internet · Fotografía · Música · Creatividad · Ciencia"
https://twitter.com/bcblackpool,https://pbs.twimg.com/profile_images/447387067/bc_normal.jpg,BarCamp Blackpool,@bcblackpool,,Annual one day event of geekery in Britain's premier seaside resort. July 27th 2013 At the Norbreck Castle Hotel
https://twitter.com/barcamptour,https://pbs.twimg.com/profile_images/1290480654/barheart3_normal.jpg,BarCamp Tour,@barcamptour,,An entrepreneurial adventure of 4 brands (
https://twitter.com/barcampgoree,https://pbs.twimg.com/profile_images/1144579820/41716_100001694805001_7061709_q_normal.jpg,BarCamp Gorée,@barcampgoree,,"4 & 5 décembre 2010, île de Gorée, au large de Dakar, Sénégal"
https://twitter.com/RBloggerCamp,https://pbs.twimg.com/profile_images/695542863174725632/u8jfE2_n_normal.jpg,Reiseblogger BarCamp,@RBloggerCamp,,BarCamp für Reiseblogger/podcaster/fotografen ... - das Original / Orga:
https://twitter.com/BarCamp_Lincoln,https://pbs.twimg.com/profile_images/1223031257463971845/w7-nmbDr_normal.jpg,BarCamp Lincoln,@BarCamp_Lincoln,,Share Your Passion!
https://twitter.com/MissoulaBarCamp,https://pbs.twimg.com/profile_images/758722025/icon-73px_normal.jpg,Missoula BarCamp,@MissoulaBarCamp,,is making a difference with art and technology using the
https://twitter.com/BarCampABQ,https://pbs.twimg.com/profile_images/1648857935/BarCampAbq_sm_sq_normal.png,BarCampABQ,@BarCampABQ,,BarCamp Albuquerque returns!  Follow us for info on
https://twitter.com/BarCampNH,https://pbs.twimg.com/profile_images/77496115/wiki_normal.png,BarCamp Manchester,@BarCampNH,,"BarCamp in Manchester, NH"
https://twitter.com/BarCampCameroon,https://pbs.twimg.com/profile_images/333181006/barcamp-cameroon-splash-big-transp_normal.gif,BarCampCameroon,@BarCampCameroon,,"Cameroon's BarCamp. 
Be ready for Barcamp Cameroon 2020 edition...
Sur le chemin du"
https://twitter.com/BarCampEthiopia,https://pbs.twimg.com/profile_images/1532721610/barcamp_transparen_2011_logo_normal.png,Barcamp Ethiopia,@BarCampEthiopia,,The most active community oriented event in Addis Ababa since 2010.
https://twitter.com/BarCampMCUK,https://pbs.twimg.com/profile_images/1487915332/Screen_Shot_2011-08-10_at_12.36.46_normal.png,BarCamp Media CityUK,@BarCampMCUK,,It's a BarCamp... and It's in Salford... at the BBC
https://twitter.com/BarCampZim,https://pbs.twimg.com/profile_images/1411380211/barcamp-twitter_normal.png,BarCamp Zimbabwe,@BarCampZim,,Follow for updates on BarCamp Zimbabwe 2011. Event is on 3 August.
https://twitter.com/AfuBarCamp,https://pbs.twimg.com/profile_images/890553535032590343/Ftzn9OI2_normal.jpg,Amateurfunk-BarCamp,@AfuBarCamp,,Offizielles Hashtag:
https://twitter.com/RE_BarCamp,https://pbs.twimg.com/profile_images/45261212/rebarcamp08logosquare_normal.jpg,RE_BarCamp,@RE_BarCamp,,
https://twitter.com/barcampsydney,https://pbs.twimg.com/profile_images/51558978/bcs_logo_normal.gif,BarCamp Sydney,@barcampsydney,,no spectators
https://twitter.com/BarCampPerth,https://pbs.twimg.com/profile_images/1391289168/bc-logo-small_normal.png,BarCamp Perth,@BarCampPerth,,Perth BarCamp
https://twitter.com/BarCampDSM,https://pbs.twimg.com/profile_images/1169596828/barcamp_logo_des_moines_circle_normal.jpg,BarCamp Des Moines,@BarCampDSM,,"If you’re interested in anything related to technology, entrepreneurship, or creative, then you will want to attend BarCampDSM on Dec 3rd, 2011."
https://twitter.com/BarCampLitoral,https://pbs.twimg.com/profile_images/1292003809/ae1ec0f6-db1b-4775-b608-577752378d89_normal.png,BarCamp Litoral,@BarCampLitoral,,El evento de tecnología más importante del año! 7 de Mayo 2011! El BarCamp más grande de América!!! :D
https://twitter.com/BarCampSarajevo,https://pbs.twimg.com/profile_images/3206927812/4906c8a7076dcc457c0547aed4579bf0_normal.png,BarCamp Sarajevo,@BarCampSarajevo,,8 December 2013 at School of Economics and Business in Sarajevo.
https://twitter.com/BarCampGto,https://pbs.twimg.com/profile_images/380376569/icon_normal.png,BarCamp Guanajuato,@BarCampGto,,
https://twitter.com/BarCampSantiago,https://pbs.twimg.com/profile_images/1136917294/Sin_t_tulo-4_normal.jpg,Barcamp,@BarCampSantiago,,"El BarCamp es una red internacional de “desconferencias” (eventos abiertos y participativos), cuyo contenido es provisto por los mismos participantes."
https://twitter.com/BarCampMDQ,https://pbs.twimg.com/profile_images/1578354520224157696/_ASK35qk_normal.jpg,BarCamp MDQ,@BarCampMDQ,,5 de Noviembre 2022. La desconferencia más grande del planeta nuevamente en Mar del Plata.
https://twitter.com/barcampmiami,https://pbs.twimg.com/profile_images/573481413070094337/ZaSB51Yv_normal.png,BarCampMiami,@barcampmiami,,"Celebrated the 10th global anniversary of BarCamp on March 28th, 2015 at the Miami Ad School in Wynwood. Managed by"
https://twitter.com/barcampconway,https://pbs.twimg.com/profile_images/456043184557006848/ScxCSyN1_normal.png,Barcamp Conway,@barcampconway,,BarCamp Conway is a 1-day barcamp event where the attendees are the presenters. Presenters can present on anything they like.
https://twitter.com/ReactBarcamp,https://pbs.twimg.com/profile_images/994650567417921536/z-odLgFf_normal.jpg,React Barcamp Cologne,@ReactBarcamp,,The next React BarCamp Cologne will take place on February 01st and 2nd 2020.
https://twitter.com/catbarcamp,https://pbs.twimg.com/profile_images/500074361026383872/wilgcbEw_normal.png,CAT BarCamp,@catbarcamp,,
https://twitter.com/MirrorBar,https://pbs.twimg.com/profile_images/585443690765619200/6JahJ2uj_normal.png,Dystopian BarCamp,@MirrorBar,,Unconference session ideas from the Dystopian Mirror Dimension. Two tweets daily. A strangely specific bot by
https://twitter.com/BarCampCLT,https://pbs.twimg.com/profile_images/2229666150/BarCampCLT_Flame_Logo_Twitter_normal.png,BarCamp Charlotte,@BarCampCLT,,Get your geek on! BarCamp is a community organized tech un-conference and a proud member of CLT Tech Community.
https://twitter.com/BarCampCln,https://pbs.twimg.com/profile_images/522253966940188672/GUPJujox_normal.png,BarCamp Culiacán,@BarCampCln,,"Desconferencias sobre Tecnologías de Información, Videojuegos, Ciencias Computacionales, Móviles, ¡y más!"
https://twitter.com/BarCampAVL,https://pbs.twimg.com/profile_images/496990384/barcampavl_normal.png,BarCamp Asheville,@BarCampAVL,,BarCamp Asheville
https://twitter.com/BarCampGB,https://pbs.twimg.com/profile_images/378800000515374635/39119219d3f712cd1fa79bd3f78dc682_normal.png,BarCamp Green Bay,@BarCampGB,,"A community-organized, participant-led conference that creates a diverse and open environment for sharing knowledge.

Join us at NWTC on November 5th, 2016!"
https://twitter.com/BarCampUAE,https://pbs.twimg.com/profile_images/146375656/barcampicon_normal.png,BarCampUAE,@BarCampUAE,,"Everything you want to know to participate in the next BarCamp in UAE. SustainabilityCamp is on 26th February, 2011."
https://twitter.com/BarCampRDU,https://pbs.twimg.com/profile_images/19694562/barcamprdu_normal.jpg,BarCampRDU,@BarCampRDU,,A BarCamp is an ad-hoc gathering born from the desire for people to share and learn in an open environment.
https://twitter.com/BarCampSG,https://pbs.twimg.com/profile_images/1395385097/barcamp_normal.jpg,BarCamp Singapore,@BarCampSG,,BarCamp Singapore
https://twitter.com/BarCampCoMo,https://pbs.twimg.com/profile_images/1090652095/BarCampCoMo-Avatar2_normal.png,BarCamp CoMo,@BarCampCoMo,,Columbia Missouri's Official BarCamp. Stay tuned for updates.
https://twitter.com/BarCampBar,https://pbs.twimg.com/profile_images/1367230689/logo_normal.jpg,BarCamp Barquisimeto,@BarCampBar,,"BarCamp es una red internacional de desconferencias (eventos abiertos y participativos), cuyo contenido es provisto por los participantes, ven participa..."
https://twitter.com/BarCampKiel2010,https://pbs.twimg.com/profile_images/847551411/BarCampKiel_LogoTill_Terschueren_normal.jpg,BarCamp Kiel 2010,@BarCampKiel2010,,"Mit diesem Account (ist heute Archiv) das 1. BarCamp in Kiel zu begleiten hat Spaß gemacht! Danke, Follower, Marion alias"
https://twitter.com/barcamporlando,https://pbs.twimg.com/profile_images/44690122/Picture_1_normal.png,BarCampOrlando,@barcamporlando,,
https://twitter.com/BarCampRD,https://pbs.twimg.com/profile_images/1445750503887962117/5bLyyqMi_normal.png,BarCamp RD 2022,@BarCampRD,,Un evento que te inspirará y conectará
https://twitter.com/BarCampSHF,https://pbs.twimg.com/profile_images/1258720084/barcamp-avatar-border_normal.jpg,BarCamp Sheffield,@BarCampSHF,,"Back to basics barcamp. 16-17 Apr 2011. 

Pimp your passions, not your products. 

For geeks, by geeks. No sponsors."
https://twitter.com/BarCampAmbato,https://pbs.twimg.com/profile_images/699250956534321152/plRqqFjD_normal.png,BarCamp Ambato,@BarCampAmbato,,Segundo BarCamp Ambato el viernes 27 de Noviembre de 2015 en las instalaciones de la PUCESA.
https://twitter.com/BarCampAfricaUk,https://pbs.twimg.com/profile_images/432373609/BarCampAfricaTwitter_normal.png,BarCampAfrica UK,@BarCampAfricaUk,,We are excited to announce  BarCampAfrica
https://twitter.com/BarCampMilagro,https://pbs.twimg.com/profile_images/386417031/LogoBCM_icono_normal.png,BarCamp Milagro,@BarCampMilagro,,"Información sobre el BarCamp Milagro. 30 de Octubre 2010 9h00-17h00, Unemi, Milagro - Ecuador"
https://twitter.com/BarCampNPdallas,https://pbs.twimg.com/profile_images/64974997/dal3_normal.jpg,BarCampNPdallas,@BarCampNPdallas,,Yep - it's barcamp for non-profits! (established Nov 2008)
https://twitter.com/BarCampCV,https://pbs.twimg.com/profile_images/1744710930/Twitter_logo_normal.jpg,BarCamp Cedar Valley,@BarCampCV,,"BarCamp is an ad-hoc, attendee-generated un-conference where participants set the agenda."
https://twitter.com/BarCampBlock,https://pbs.twimg.com/profile_images/17964012/barcampblock-icon_normal.png,BarCampBlock,@BarCampBlock,,The second anniversary of BarCamp!
https://twitter.com/BarCampFDL,https://pbs.twimg.com/profile_images/3690934984/e958a8ade935c2cb703bc814fd2e8bcf_normal.png,BarCamp Fond du Lac,@BarCampFDL,,"Sept. 20th at Marian University's Stayer Center: a free participant-generated conference focused on creativity, innovation and collaboration across disciplines"
https://twitter.com/BarCampAustin,https://pbs.twimg.com/profile_images/50834602/icon_300x300_normal.png,BarCampAustin,@BarCampAustin,,BarCampAustin II
https://twitter.com/SacBarCamp,https://pbs.twimg.com/profile_images/84082316/sacbarcamp-logo-mockup-002_normal.png,Sacramento Bar Camp,@SacBarCamp,,"Sacramento BarCamp, April 25-26 at BrickaBracka in Midtown.  Webbies unite!"
https://twitter.com/BarCampSoton,https://pbs.twimg.com/profile_images/1131908436/twitterlogo_normal.jpg,Barcamp Southampton,@BarCampSoton,,"An unconfernce for hackers, tinkers and technology enthusiasts. Brought to you by"
https://twitter.com/BarCampCologne,https://pbs.twimg.com/profile_images/126541920/flamme-bcc3_normal.png,BarCampCologne,@BarCampCologne,,breakers will be twittered
https://twitter.com/AlbanyBarCamp,https://pbs.twimg.com/profile_images/1779004567/barcamp_normal.jpg,BarCamp Albany,@AlbanyBarCamp,,BarCamp Albany 2013 date TBD. Stay tuned!
https://twitter.com/BarCampGuwahati,https://pbs.twimg.com/profile_images/378800000678449945/93b2df9b994ae5b162531d6095373071_normal.png,BarCamp Guwahati,@BarCampGuwahati,,"A free-to-attend weekend unconference for designers, developers and geeks of all types at Guwahati City."
https://twitter.com/BarCamp0b10,https://pbs.twimg.com/profile_images/1555955059/Screen_shot_2011-09-23_at_6.01.41_AM_normal.jpg,BarCamp 0b10,@BarCamp0b10,,A tech focused BarCamp coming to Nashville Spring 2012.
https://twitter.com/BarCampGyumri,https://pbs.twimg.com/profile_images/906599966755483648/uODHKKxb_normal.jpg,BarCamp Gyumri,@BarCampGyumri,,Unconference Coordinator
https://twitter.com/barcampnyc,https://pbs.twimg.com/profile_images/210772215/bcny4_logo_normal.png,BarCampNYC,@barcampnyc,,
